"","origin","destination","age","sex","year","proportion_value_em","proportion_value_im","value_est"
"2305","SE","AT","Y10-14","M",2010,NA,NA,0.0194040580686362
"2306","SE","AT","Y10-14","M",2011,NA,NA,0.0193011206078107
"2307","SE","AT","Y10-14","M",2012,NA,NA,0.0191522214676006
"2308","SE","AT","Y10-14","M",2013,NA,NA,0.0170714761133477
"2309","SE","AT","Y10-14","M",2014,NA,NA,0.0217992061259551
"2310","SE","AT","Y10-14","M",2015,NA,NA,0.018123974679555
"2311","SE","AT","Y15-19","F",2009,NA,NA,0.0151090397901324
"2312","SE","AT","Y15-19","F",2010,NA,NA,0.0152629564388713
"2313","SE","AT","Y15-19","F",2011,NA,NA,0.0152060179915425
"2314","SE","AT","Y15-19","F",2012,NA,NA,0.0151830223910854
"2315","SE","AT","Y15-19","F",2013,NA,NA,0.0152945268261489
"2316","SE","AT","Y15-19","F",2014,NA,NA,0.0142787832039556
"2317","SE","AT","Y15-19","F",2015,NA,NA,0.014304859465801
"2318","SE","AT","Y15-19","M",2009,NA,NA,0.0157703877585363
"2319","SE","AT","Y15-19","M",2010,NA,NA,0.0158690538426758
"2320","SE","AT","Y15-19","M",2011,NA,NA,0.0157056228984289
"2321","SE","AT","Y15-19","M",2012,NA,NA,0.0160207718726763
"2322","SE","AT","Y15-19","M",2013,NA,NA,0.014947097388947
"2323","SE","AT","Y15-19","M",2014,NA,NA,0.0149837495853723
"2324","SE","AT","Y15-19","M",2015,NA,NA,0.0149663905602522
"2325","SE","AT","Y20-24","F",2009,NA,NA,0.0475849963967687
"2326","SE","AT","Y20-24","F",2010,NA,NA,0.0467520788886145
"2327","SE","AT","Y20-24","F",2011,NA,NA,0.0476936734214052
"2328","SE","AT","Y20-24","F",2012,NA,NA,0.0473882329329654
"2329","SE","AT","Y20-24","F",2013,NA,NA,0.0445669207395902
"2330","SE","AT","Y20-24","F",2014,NA,NA,0.0505210268218661
"2331","SE","AT","Y20-24","F",2015,NA,NA,0.0545073998158322
"2332","SE","AT","Y20-24","M",2009,NA,NA,0.0491255150574815
"2333","SE","AT","Y20-24","M",2010,NA,NA,0.0495756119140249
"2334","SE","AT","Y20-24","M",2011,NA,NA,0.0502272977433901
"2335","SE","AT","Y20-24","M",2012,NA,NA,0.0498511741131038
"2336","SE","AT","Y20-24","M",2013,NA,NA,0.0443363076502828
"2337","SE","AT","Y20-24","M",2014,NA,NA,0.040177394440704
"2338","SE","AT","Y20-24","M",2015,NA,NA,0.0421912611666414
"2339","SE","AT","Y25-29","F",2009,NA,NA,0.0803850016616481
"2340","SE","AT","Y25-29","F",2010,NA,NA,0.080380022997843
"2341","SE","AT","Y25-29","F",2011,NA,NA,0.0802279416942297
"2342","SE","AT","Y25-29","F",2012,NA,NA,0.0794772087971297
"2343","SE","AT","Y25-29","F",2013,NA,NA,0.078774121981265
"2344","SE","AT","Y25-29","F",2014,NA,NA,0.0805395062742048
"2345","SE","AT","Y25-29","F",2015,NA,NA,0.0892313555140466
"2346","SE","AT","Y25-29","M",2009,NA,NA,0.0838514045623664
"2347","SE","AT","Y25-29","M",2010,NA,NA,0.0843141866658878
"2348","SE","AT","Y25-29","M",2011,NA,NA,0.0845448354672408
"2349","SE","AT","Y25-29","M",2012,NA,NA,0.0842904510643898
"2350","SE","AT","Y25-29","M",2013,NA,NA,0.071884068487421
"2351","SE","AT","Y25-29","M",2014,NA,NA,0.0814540102994283
"2352","SE","AT","Y25-29","M",2015,NA,NA,0.0802670844818822
"2353","SE","AT","Y30-34","F",2009,NA,NA,0.0639983512693601
"2354","SE","AT","Y30-34","F",2010,NA,NA,0.0627261428908908
"2355","SE","AT","Y30-34","F",2011,NA,NA,0.064334232192545
"2356","SE","AT","Y30-34","F",2012,NA,NA,0.0637050806649435
"2357","SE","AT","Y30-34","F",2013,NA,NA,0.0720917677423776
"2358","SE","AT","Y30-34","F",2014,NA,NA,0.070043375065658
"2359","SE","AT","Y30-34","F",2015,NA,NA,0.0783531876486135
"2360","SE","AT","Y30-34","M",2009,NA,NA,0.0658510785552684
"2361","SE","AT","Y30-34","M",2010,NA,NA,0.066953930408861
"2362","SE","AT","Y30-34","M",2011,NA,NA,0.0655370486907378
"2363","SE","AT","Y30-34","M",2012,NA,NA,0.0656884804694903
"2364","SE","AT","Y30-34","M",2013,NA,NA,0.0755545657342563
"2365","SE","AT","Y30-34","M",2014,NA,NA,0.0674565978276228
"2366","SE","AT","Y30-34","M",2015,NA,NA,0.0667492753452542
"2367","SE","AT","Y35-39","F",2009,NA,NA,0.0405891330254135
"2368","SE","AT","Y35-39","F",2010,NA,NA,0.0403310677719609
"2369","SE","AT","Y35-39","F",2011,NA,NA,0.0401445956082864
"2370","SE","AT","Y35-39","F",2012,NA,NA,0.0411594264533894
"2371","SE","AT","Y35-39","F",2013,NA,NA,0.0461000395378229
"2372","SE","AT","Y35-39","F",2014,NA,NA,0.0426357911657805
"2373","SE","AT","Y35-39","F",2015,NA,NA,0.0406649981235347
"2374","SE","AT","Y35-39","M",2009,NA,NA,0.0421030447471667
"2375","SE","AT","Y35-39","M",2010,NA,NA,0.0426892431918914
"2376","SE","AT","Y35-39","M",2011,NA,NA,0.0426505722977341
"2377","SE","AT","Y35-39","M",2012,NA,NA,0.0424798055537021
"2378","SE","AT","Y35-39","M",2013,NA,NA,0.044884810617823
"2379","SE","AT","Y35-39","M",2014,NA,NA,0.0489926175114233
"2380","SE","AT","Y35-39","M",2015,NA,NA,0.0470145064620693
"2381","SE","AT","Y40-44","F",2009,NA,NA,0.0361624065988601
"2382","SE","AT","Y40-44","F",2010,NA,NA,0.0360029660330241
"2383","SE","AT","Y40-44","F",2011,NA,NA,0.0357391410777813
"2384","SE","AT","Y40-44","F",2012,NA,NA,0.0362607022868582
"2385","SE","AT","Y40-44","F",2013,NA,NA,0.0396962929602016
"2386","SE","AT","Y40-44","F",2014,NA,NA,0.0392769126280336
"2387","SE","AT","Y40-44","F",2015,NA,NA,0.0353286369775555
"2388","SE","AT","Y40-44","M",2009,NA,NA,0.0379072667791648
"2389","SE","AT","Y40-44","M",2010,NA,NA,0.0372451101664119
"2390","SE","AT","Y40-44","M",2011,NA,NA,0.0373436864309654
"2391","SE","AT","Y40-44","M",2012,NA,NA,0.0380296970375499
"2392","SE","AT","Y40-44","M",2013,NA,NA,0.0365393951081835
"2393","SE","AT","Y40-44","M",2014,NA,NA,0.0377088857805797
"2394","SE","AT","Y40-44","M",2015,NA,NA,0.0412079989799872
"2395","SE","AT","Y45-49","F",2009,NA,NA,0.0279400451237523
"2396","SE","AT","Y45-49","F",2010,NA,NA,0.0277293523357978
"2397","SE","AT","Y45-49","F",2011,NA,NA,0.0280322897535636
"2398","SE","AT","Y45-49","F",2012,NA,NA,0.0275979049527715
"2399","SE","AT","Y45-49","F",2013,NA,NA,0.0257162917216854
"2400","SE","AT","Y45-49","F",2014,NA,NA,0.0259953630741944
"2401","SE","AT","Y45-49","F",2015,NA,NA,0.0254322231983825
"2402","SE","AT","Y45-49","M",2009,NA,NA,0.0286363224149417
"2403","SE","AT","Y45-49","M",2010,NA,NA,0.0288669045129996
"2404","SE","AT","Y45-49","M",2011,NA,NA,0.0292357673994423
"2405","SE","AT","Y45-49","M",2012,NA,NA,0.0288744711613748
"2406","SE","AT","Y45-49","M",2013,NA,NA,0.0264474111112497
"2407","SE","AT","Y45-49","M",2014,NA,NA,0.0305911677497004
"2408","SE","AT","Y45-49","M",2015,NA,NA,0.0289210626612935
"2409","SE","AT","Y50-54","F",2009,NA,NA,0.0218299262085121
"2410","SE","AT","Y50-54","F",2010,NA,NA,0.0220752777123858
"2411","SE","AT","Y50-54","F",2011,NA,NA,0.0219727353798081
"2412","SE","AT","Y50-54","F",2012,NA,NA,0.0221382406501667
"2413","SE","AT","Y50-54","F",2013,NA,NA,0.0210235461508217
"2414","SE","AT","Y50-54","F",2014,NA,NA,0.02073834253737
"2415","SE","AT","Y50-54","F",2015,NA,NA,0.0181739438957008
"2416","SE","AT","Y50-54","M",2009,NA,NA,0.0231258031001492
"2417","SE","AT","Y50-54","M",2010,NA,NA,0.0231414800667837
"2418","SE","AT","Y50-54","M",2011,NA,NA,0.0233047805138595
"2419","SE","AT","Y50-54","M",2012,NA,NA,0.0228235826427593
"2420","SE","AT","Y50-54","M",2013,NA,NA,0.0232919299505812
"2421","SE","AT","Y50-54","M",2014,NA,NA,0.0232719998291204
"2422","SE","AT","Y50-54","M",2015,NA,NA,0.0241136835339081
"2423","SE","AT","Y55-59","F",2009,NA,NA,0.0189379435207827
"2424","SE","AT","Y55-59","F",2010,NA,NA,0.0186319905099427
"2425","SE","AT","Y55-59","F",2011,NA,NA,0.0187148543654877
"2426","SE","AT","Y55-59","F",2012,NA,NA,0.018727679985283
"2427","SE","AT","Y55-59","F",2013,NA,NA,0.0191452202825614
"2428","SE","AT","Y55-59","F",2014,NA,NA,0.0175625047210266
"2429","SE","AT","Y55-59","F",2015,NA,NA,0.0158704381149345
"2430","SE","AT","Y55-59","M",2009,NA,NA,0.01983162442875
"2431","SE","AT","Y55-59","M",2010,NA,NA,0.0193887061247449
"2432","SE","AT","Y55-59","M",2011,NA,NA,0.0196282402701164
"2433","SE","AT","Y55-59","M",2012,NA,NA,0.0195723628694881
"2434","SE","AT","Y55-59","M",2013,NA,NA,0.020176341048189
"2435","SE","AT","Y55-59","M",2014,NA,NA,0.0174993696651772
"2436","SE","AT","Y55-59","M",2015,NA,NA,0.0175000639364493
"2437","SE","AT","Y60-64","F",2009,NA,NA,0.0171491312518889
"2438","SE","AT","Y60-64","F",2010,NA,NA,0.0172700447578305
"2439","SE","AT","Y60-64","F",2011,NA,NA,0.0171001494193384
"2440","SE","AT","Y60-64","F",2012,NA,NA,0.0171338062310132
"2441","SE","AT","Y60-64","F",2013,NA,NA,0.0161040463229354
"2442","SE","AT","Y60-64","F",2014,NA,NA,0.0154131748711315
"2443","SE","AT","Y60-64","F",2015,NA,NA,0.0148600044391266
"2444","SE","AT","Y60-64","M",2009,NA,NA,0.0180958743779705
"2445","SE","AT","Y60-64","M",2010,NA,NA,0.018399873718528
"2446","SE","AT","Y60-64","M",2011,NA,NA,0.0179458844203477
"2447","SE","AT","Y60-64","M",2012,NA,NA,0.018166243010218
"2448","SE","AT","Y60-64","M",2013,NA,NA,0.0167459802966049
"2449","SE","AT","Y60-64","M",2014,NA,NA,0.0180966816335819
"2450","SE","AT","Y60-64","M",2015,NA,NA,0.0155141711520426
"2451","SE","AT","Y65-69","F",2009,NA,NA,0.0170985397163899
"2452","SE","AT","Y65-69","F",2010,NA,NA,0.0170424325064898
"2453","SE","AT","Y65-69","F",2011,NA,NA,0.0174051347508703
"2454","SE","AT","Y65-69","F",2012,NA,NA,0.0171794940793556
"2455","SE","AT","Y65-69","F",2013,NA,NA,0.017493678939487
"2456","SE","AT","Y65-69","F",2014,NA,NA,0.0145826730278391
"2457","SE","AT","Y65-69","F",2015,NA,NA,0.0151701652444992
"2458","SE","AT","Y65-69","M",2009,NA,NA,0.0182689386821197
"2459","SE","AT","Y65-69","M",2010,NA,NA,0.0181408401105126
"2460","SE","AT","Y65-69","M",2011,NA,NA,0.0179247622453039
"2461","SE","AT","Y65-69","M",2012,NA,NA,0.0181295255642644
"2462","SE","AT","Y65-69","M",2013,NA,NA,0.0172634001917955
"2463","SE","AT","Y65-69","M",2014,NA,NA,0.016248819595874
"2464","SE","AT","Y65-69","M",2015,NA,NA,0.015636938000449
"2465","SE","AT","Y70-74","F",2009,NA,NA,0.00829892835390245
"2466","SE","AT","Y70-74","F",2010,NA,NA,0.00821274854346587
"2467","SE","AT","Y70-74","F",2011,NA,NA,0.00816812513344095
"2468","SE","AT","Y70-74","F",2012,NA,NA,0.00819055732494238
"2469","SE","AT","Y70-74","F",2013,NA,NA,0.00775654704009584
"2470","SE","AT","Y70-74","F",2014,NA,NA,0.0074871641577405
"2471","SE","AT","Y70-74","F",2015,NA,NA,0.00748181178581235
"2472","SE","AT","Y70-74","M",2009,NA,NA,0.00857033932124371
"2473","SE","AT","Y70-74","M",2010,NA,NA,0.0085940685253948
"2474","SE","AT","Y70-74","M",2011,NA,NA,0.00837209928748265
"2475","SE","AT","Y70-74","M",2012,NA,NA,0.00849812057948647
"2476","SE","AT","Y70-74","M",2013,NA,NA,0.00866469524925727
"2477","SE","AT","Y70-74","M",2014,NA,NA,0.00906350281792793
"2478","SE","AT","Y70-74","M",2015,NA,NA,0.00781310331317954
"2479","SE","AT","Y75-79","F",2009,NA,NA,0.00328959812520602
"2480","SE","AT","Y75-79","F",2010,NA,NA,0.0032745824014757
"2481","SE","AT","Y75-79","F",2011,NA,NA,0.00328381859708763
"2482","SE","AT","Y75-79","F",2012,NA,NA,0.00330083907812301
"2483","SE","AT","Y75-79","F",2013,NA,NA,0.00317366962471677
"2484","SE","AT","Y75-79","F",2014,NA,NA,0.00315815931067692
"2485","SE","AT","Y75-79","F",2015,NA,NA,0.00319654058415065
"2486","SE","AT","Y75-79","M",2009,NA,NA,0.00348241416231272
"2487","SE","AT","Y75-79","M",2010,NA,NA,0.00343468711401506
"2488","SE","AT","Y75-79","M",2011,NA,NA,0.00343407922347735
"2489","SE","AT","Y75-79","M",2012,NA,NA,0.0034085569167005
"2490","SE","AT","Y75-79","M",2013,NA,NA,0.00327758240754442
"2491","SE","AT","Y75-79","M",2014,NA,NA,0.00331653148748313
"2492","SE","AT","Y75-79","M",2015,NA,NA,0.00337053167233097
"2493","SE","AT","Y80-84","F",2009,NA,NA,0.00312229979389267
"2494","SE","AT","Y80-84","F",2010,NA,NA,0.00307423984870224
"2495","SE","AT","Y80-84","F",2011,NA,NA,0.00310958402171212
"2496","SE","AT","Y80-84","F",2012,NA,NA,0.00312306998322347
"2497","SE","AT","Y80-84","F",2013,NA,NA,0.00314664194721037
"2498","SE","AT","Y80-84","F",2014,NA,NA,0.00299148371508935
"2499","SE","AT","Y80-84","F",2015,NA,NA,0.00309498478328931
"2500","SE","AT","Y80-84","M",2009,NA,NA,0.00329935710975189
"2501","SE","AT","Y80-84","M",2010,NA,NA,0.00326557820816042
"2502","SE","AT","Y80-84","M",2011,NA,NA,0.00324211129031288
"2503","SE","AT","Y80-84","M",2012,NA,NA,0.00332113895914917
"2504","SE","AT","Y80-84","M",2013,NA,NA,0.00315443087498303
"2505","SE","AT","Y80-84","M",2014,NA,NA,0.00311822305793602
"2506","SE","AT","Y80-84","M",2015,NA,NA,0.00319047255581849
"2507","SE","AT","Y85-Inf","F",2009,NA,NA,0.00333584775412807
"2508","SE","AT","Y85-Inf","F",2010,NA,NA,0.00332335086487053
"2509","SE","AT","Y85-Inf","F",2011,NA,NA,0.00332966440619282
"2510","SE","AT","Y85-Inf","F",2012,NA,NA,0.00332419355771198
"2511","SE","AT","Y85-Inf","F",2013,NA,NA,0.00331103103534696
"2512","SE","AT","Y85-Inf","F",2014,NA,NA,0.00329390873257406
"2513","SE","AT","Y85-Inf","F",2015,NA,NA,0.00310716952924895
"2514","SE","AT","Y85-Inf","M",2009,NA,NA,0.00342481924511327
"2515","SE","AT","Y85-Inf","M",2010,NA,NA,0.00344880241267945
"2516","SE","AT","Y85-Inf","M",2011,NA,NA,0.00339476051917144
"2517","SE","AT","Y85-Inf","M",2012,NA,NA,0.00347743174135935
"2518","SE","AT","Y85-Inf","M",2013,NA,NA,0.00363988355981885
"2519","SE","AT","Y85-Inf","M",2014,NA,NA,0.00379104370469618
"2520","SE","AT","Y85-Inf","M",2015,NA,NA,0.00337839119281459
"2521","SE","FI","Y00-04","F",2009,NA,NA,0.0306506729207247
"2522","SE","FI","Y00-04","F",2010,NA,NA,0.0297402373659267
"2523","SE","FI","Y00-04","F",2011,NA,NA,0.0290616078417352
"2524","SE","FI","Y00-04","F",2012,NA,NA,0.0297005813998006
"2525","SE","FI","Y00-04","F",2013,0.0264797507788162,0.0279746363297277,0.0283619125352467
"2526","SE","FI","Y00-04","F",2014,0.0260137719969396,0.026354862657758,0.0275950069956247
"2527","SE","FI","Y00-04","F",2015,0.0225170888620828,0.0241013071895425,0.0260380476595471
"2528","SE","FI","Y00-04","M",2009,NA,NA,0.0324588589004811
"2529","SE","FI","Y00-04","M",2010,NA,NA,0.0319720777044087
"2530","SE","FI","Y00-04","M",2011,NA,NA,0.0328332653671033
"2531","SE","FI","Y00-04","M",2012,NA,NA,0.0319791093011061
"2532","SE","FI","Y00-04","M",2013,0.0323208722741433,0.0328235732935472,0.0331614541419223
"2533","SE","FI","Y00-04","M",2014,0.0271614384085692,0.0270972531551596,0.0292137788321015
"2534","SE","FI","Y00-04","M",2015,0.0205066344993969,0.022875816993464,0.0258999302990687
"2535","SE","FI","Y05-09","F",2009,NA,NA,0.0207596533939135
"2536","SE","FI","Y05-09","F",2010,NA,NA,0.0226596947704617
"2537","SE","FI","Y05-09","F",2011,NA,NA,0.0218638038092729
"2538","SE","FI","Y05-09","F",2012,NA,NA,0.021439103070611
"2539","SE","FI","Y05-09","F",2013,0.021417445482866,0.0197687430063409,0.0209667318458837
"2540","SE","FI","Y05-09","F",2014,0.0195103289977047,0.0189309576837416,0.0201017008052197
"2541","SE","FI","Y05-09","F",2015,0.0213108162444713,0.0232843137254902,0.0218996875889593
"2542","SE","FI","Y05-09","M",2009,NA,NA,0.0208827254810416
"2543","SE","FI","Y05-09","M",2010,NA,NA,0.0235877328407436
"2544","SE","FI","Y05-09","M",2011,NA,NA,0.0236202038207875
"2545","SE","FI","Y05-09","M",2012,NA,NA,0.0218483922298196
"2546","SE","FI","Y05-09","M",2013,0.0245327102803738,0.0238716896680343,0.0239898013263037
"2547","SE","FI","Y05-09","M",2014,0.0221882172915073,0.022271714922049,0.022965400757398
"2548","SE","FI","Y05-09","M",2015,0.0209087253719341,0.0224673202614379,0.0226485360184699
"2549","SE","FI","Y10-14","F",2009,NA,NA,0.0142597118330282
"2550","SE","FI","Y10-14","F",2010,NA,NA,0.0129500823306245
"2551","SE","FI","Y10-14","F",2011,NA,NA,0.0132970187730506
"2552","SE","FI","Y10-14","F",2012,NA,NA,0.014304845697894
"2553","SE","FI","Y10-14","F",2013,0.0198598130841121,0.0186497575531518,0.0164966989440036
"2554","SE","FI","Y10-14","F",2014,0.0118592195868401,0.0118782479584261,0.0124790091670558
"2555","SE","FI","Y10-14","F",2015,0.0148773622838762,0.0138888888888889,0.0139347995352732
"2556","SE","FI","Y10-14","M",2009,NA,NA,0.0161307197562746
"2557","SE","FI","Y10-14","M",2010,NA,NA,0.013893605992327
"2558","SE","FI","Y10-14","M",2011,NA,NA,0.0156586506192198
"2559","SE","FI","Y10-14","M",2012,NA,NA,0.0137513843709898
"2560","SE","FI","Y10-14","M",2013,0.014797507788162,0.0156657963446475,0.0150982283519543
"2561","SE","FI","Y10-14","M",2014,0.013389441469013,0.0122494432071269,0.0137675177115632
"2562","SE","FI","Y10-14","M",2015,0.0152794531564133,0.0151143790849673,0.0151577416969329
"2563","SE","FI","Y15-19","F",2009,NA,NA,0.0226072893962589
"2564","SE","FI","Y15-19","F",2010,NA,NA,0.0202265568010759
"2565","SE","FI","Y15-19","F",2011,NA,NA,0.0229524355162162
"2566","SE","FI","Y15-19","F",2012,NA,NA,0.0224462397534211
"2567","SE","FI","Y15-19","F",2013,0.0183021806853583,0.0175307720999627,0.0180093525561636
"2568","SE","FI","Y15-19","F",2014,0.0229533282325937,0.0237564959168523,0.0211338413213033
"2569","SE","FI","Y15-19","F",2015,0.0217129071170084,0.0204248366013072,0.0199130919980288
"2570","SE","FI","Y15-19","M",2009,NA,NA,0.0198000044382079
"2571","SE","FI","Y15-19","M",2010,NA,NA,0.0201021019606382
"2572","SE","FI","Y15-19","M",2011,NA,NA,0.0214414312932537
"2573","SE","FI","Y15-19","M",2012,NA,NA,0.0211822185099495
"2574","SE","FI","Y15-19","M",2013,0.0163551401869159,0.0164117866467736,0.0178563427242379
"2575","SE","FI","Y15-19","M",2014,0.0160673297628156,0.0163325909428359,0.0179622855285267
"2576","SE","FI","Y15-19","M",2015,0.0197024527543225,0.0183823529411765,0.0197461571986765
"2577","SE","FI","Y20-24","F",2009,NA,NA,0.0807819629683376
"2578","SE","FI","Y20-24","F",2010,NA,NA,0.0864783853741409
"2579","SE","FI","Y20-24","F",2011,NA,NA,0.0921921761870881
"2580","SE","FI","Y20-24","F",2012,NA,NA,0.0871922114289304
"2581","SE","FI","Y20-24","F",2013,0.109423676012461,0.104811637448713,0.0957221120701701
"2582","SE","FI","Y20-24","F",2014,0.112853863810252,0.110244988864143,0.0976962857400574
"2583","SE","FI","Y20-24","F",2015,0.114997989545637,0.112745098039216,0.0994635141602101
"2584","SE","FI","Y20-24","M",2009,NA,NA,0.080460439544257
"2585","SE","FI","Y20-24","M",2010,NA,NA,0.0797240133161551
"2586","SE","FI","Y20-24","M",2011,NA,NA,0.0730444377269063
"2587","SE","FI","Y20-24","M",2012,NA,NA,0.0796330430127934
"2588","SE","FI","Y20-24","M",2013,0.0778816199376947,0.0753450205147333,0.0785756602950016
"2589","SE","FI","Y20-24","M",2014,0.071920428462127,0.0697847067557535,0.0759398788890201
"2590","SE","FI","Y20-24","M",2015,0.0671491757137113,0.0665849673202614,0.0736980051391162
"2591","SE","FI","Y25-29","F",2009,NA,NA,0.0808476132283113
"2592","SE","FI","Y25-29","F",2010,NA,NA,0.0820339899414061
"2593","SE","FI","Y25-29","F",2011,NA,NA,0.0799640748678173
"2594","SE","FI","Y25-29","F",2012,NA,NA,0.081776858624965
"2595","SE","FI","Y25-29","F",2013,0.0763239875389408,0.0772099962700485,0.0792082760930095
"2596","SE","FI","Y25-29","F",2014,0.0872226472838562,0.0864884929472903,0.0860248167611553
"2597","SE","FI","Y25-29","F",2015,0.0928829915560917,0.0910947712418301,0.0886671904222972
"2598","SE","FI","Y25-29","M",2009,NA,NA,0.0834421378459897
"2599","SE","FI","Y25-29","M",2010,NA,NA,0.0847593564448948
"2600","SE","FI","Y25-29","M",2011,NA,NA,0.0854314231364521
"2601","SE","FI","Y25-29","M",2012,NA,NA,0.0848853916117867
"2602","SE","FI","Y25-29","M",2013,0.0759345794392523,0.0775829914211115,0.0824157791217144
"2603","SE","FI","Y25-29","M",2014,0.0765110941086457,0.0812917594654788,0.0839481337629378
"2604","SE","FI","Y25-29","M",2015,0.0759951749095295,0.079656862745098,0.0836195285884243
"2605","SE","FI","Y30-34","F",2009,NA,NA,0.0554807702472636
"2606","SE","FI","Y30-34","F",2010,NA,NA,0.0478749164789124
"2607","SE","FI","Y30-34","F",2011,NA,NA,0.0552958979104667
"2608","SE","FI","Y30-34","F",2012,NA,NA,0.0517945139229731
"2609","SE","FI","Y30-34","F",2013,0.0440031152647975,0.0432674375233122,0.0480367183175895
"2610","SE","FI","Y30-34","F",2014,0.0466717674062739,0.0478841870824053,0.0505708191708473
"2611","SE","FI","Y30-34","F",2015,0.0414153598713309,0.0416666666666667,0.0463088449141675
"2612","SE","FI","Y30-34","M",2009,NA,NA,0.0635863428439847
"2613","SE","FI","Y30-34","M",2010,NA,NA,0.0615027044554104
"2614","SE","FI","Y30-34","M",2011,NA,NA,0.064244058384862
"2615","SE","FI","Y30-34","M",2012,NA,NA,0.0603958393339958
"2616","SE","FI","Y30-34","M",2013,0.05101246105919,0.0525923162998881,0.0552941411388527
"2617","SE","FI","Y30-34","M",2014,0.0489671002295333,0.0504825538233111,0.0539667193808274
"2618","SE","FI","Y30-34","M",2015,0.0534780860474467,0.0526960784313725,0.0560777290713
"2619","SE","FI","Y35-39","F",2009,NA,NA,0.0325456036074897
"2620","SE","FI","Y35-39","F",2010,NA,NA,0.0333554851777434
"2621","SE","FI","Y35-39","F",2011,NA,NA,0.0336826565845144
"2622","SE","FI","Y35-39","F",2012,NA,NA,0.0330292394677388
"2623","SE","FI","Y35-39","F",2013,0.0381619937694704,0.0365535248041775,0.0377584023228074
"2624","SE","FI","Y35-39","F",2014,0.0283091048201989,0.0289532293986637,0.0323845937160697
"2625","SE","FI","Y35-39","F",2015,0.0349819059107358,0.0367647058823529,0.0364612309961709
"2626","SE","FI","Y35-39","M",2009,NA,NA,0.0445893579805696
"2627","SE","FI","Y35-39","M",2010,NA,NA,0.0432263341773154
"2628","SE","FI","Y35-39","M",2011,NA,NA,0.0410877293249084
"2629","SE","FI","Y35-39","M",2012,NA,NA,0.04285690111286
"2630","SE","FI","Y35-39","M",2013,0.0514018691588785,0.0507273405445729,0.0476005026441884
"2631","SE","FI","Y35-39","M",2014,0.0455241009946442,0.0475129918337045,0.0450334463631332
"2632","SE","FI","Y35-39","M",2015,0.0402090872537193,0.0383986928104575,0.0406404861502861
"2633","SE","FI","Y40-44","F",2009,NA,NA,0.0227636308376156
"2634","SE","FI","Y40-44","F",2010,NA,NA,0.0232806196674941
"2635","SE","FI","Y40-44","F",2011,NA,NA,0.0222645233780259
"2636","SE","FI","Y40-44","F",2012,NA,NA,0.0206390960396567
"2637","SE","FI","Y40-44","F",2013,0.0225856697819315,0.0227527042148452,0.0234804952958219
"2638","SE","FI","Y40-44","F",2014,0.0260137719969396,0.0244988864142539,0.0249778606449317
"2639","SE","FI","Y40-44","F",2015,0.0221149979895456,0.022875816993464,0.0235510908227998
"2640","SE","FI","Y40-44","M",2009,NA,NA,0.0330180144239996
"2641","SE","FI","Y40-44","M",2010,NA,NA,0.0280895913199623
"2642","SE","FI","Y40-44","M",2011,NA,NA,0.0286451204344225
"2643","SE","FI","Y40-44","M",2012,NA,NA,0.0303905405035866
"2644","SE","FI","Y40-44","M",2013,0.0303738317757009,0.031331592689295,0.0294306325627253
"2645","SE","FI","Y40-44","M",2014,0.0309869931140015,0.0311804008908686,0.029950758537115
"2646","SE","FI","Y40-44","M",2015,0.0365902694008846,0.0371732026143791,0.0330612679361384
"2647","SE","FI","Y45-49","F",2009,NA,NA,0.0210488056909065
"2648","SE","FI","Y45-49","F",2010,NA,NA,0.0206046765347632
"2649","SE","FI","Y45-49","F",2011,NA,NA,0.0203011031647236
"2650","SE","FI","Y45-49","F",2012,NA,NA,0.0196936426691524
"2651","SE","FI","Y45-49","F",2013,0.0163551401869159,0.0167847817978366,0.0187136487027049
"2652","SE","FI","Y45-49","F",2014,0.0206579954093344,0.0189309576837416,0.020933913873613
"2653","SE","FI","Y45-49","F",2015,0.0233212706071572,0.0224673202614379,0.0227363632695886
"2654","SE","FI","Y45-49","M",2009,NA,NA,0.0295837037206043
"2655","SE","FI","Y45-49","M",2010,NA,NA,0.0271543276835036
"2656","SE","FI","Y45-49","M",2011,NA,NA,0.0268851418826543
"2657","SE","FI","Y45-49","M",2012,NA,NA,0.0293466027264943
"2658","SE","FI","Y45-49","M",2013,0.0292056074766355,0.0320775829914211,0.0281969770396843
"2659","SE","FI","Y45-49","M",2014,0.0256312165263963,0.0237564959168523,0.0249169093250446
"2660","SE","FI","Y45-49","M",2015,0.0273421793325292,0.0261437908496732,0.0261520991373706
"2661","SE","FI","Y50-54","F",2009,NA,NA,0.0178655974061381
"2662","SE","FI","Y50-54","F",2010,NA,NA,0.0215648069551234
"2663","SE","FI","Y50-54","F",2011,NA,NA,0.0187205113314102
"2664","SE","FI","Y50-54","F",2012,NA,NA,0.0177304169334137
"2665","SE","FI","Y50-54","F",2013,0.0167445482866044,0.0175307720999627,0.0178857728873514
"2666","SE","FI","Y50-54","F",2014,0.0153022188217292,0.0155902004454343,0.0168207922793012
"2667","SE","FI","Y50-54","F",2015,0.0172899075190993,0.0167483660130719,0.0177700461864833
"2668","SE","FI","Y50-54","M",2009,NA,NA,0.02512302064564
"2669","SE","FI","Y50-54","M",2010,NA,NA,0.0255800257024465
"2670","SE","FI","Y50-54","M",2011,NA,NA,0.0245276748768289
"2671","SE","FI","Y50-54","M",2012,NA,NA,0.0211987228716545
